Date,Open,High,Low,Close,Volume
2016-01-22,204.8,205.5,199.03,202.55,3120106
2016-01-25,200.06,203.57,195.88,196.38,2694564
2016-01-26,196.7,197.82,188.88,193.56,4946841
2016-01-27,192.38,193.26,185.77,188.07,3565378
2016-01-28,190.79,191.28,182.41,189.7,4581652
2016-01-29,189.95,193.74,188.08,191.2,2841003
2016-02-01,188.76,199.52,182.75,196.94,5293766
2016-02-02,192.42,193.12,180.23,182.78,5762855
2016-02-03,183.59,183.94,170.18,173.48,7879454
2016-02-04,170.7,175.98,166.99,175.33,4363924
2016-02-05,171.3,173.0,157.74,162.6,9426933
2016-02-08,157.1,157.15,146.0,147.99,9297941
2016-02-09,142.32,159.79,141.05,148.25,8575099
2016-02-10,150.5,154.97,141.74,143.67,9067292
2016-02-11,152.0,163.26,147.0,150.47,14231392
2016-02-12,155.0,157.01,143.7,151.04,7202970
2016-02-16,158.7,162.95,154.11,155.17,5556314
2016-02-17,159.0,169.34,156.68,168.68,5807071
2016-02-18,172.42,172.95,164.77,166.77,3785336
2016-02-19,163.66,167.49,162.5,166.58,2952880
2016-02-22,170.12,178.91,169.85,177.74,5051180
2016-02-23,176.16,181.73,173.68,177.21,5968028
2016-02-24,172.75,179.5,167.84,179.0,5380712
2016-02-25,178.65,188.52,175.2,187.43,5720514
2016-02-26,188.7,192.0,185.0,190.34,6052910
2016-02-29,192.4,196.35,189.22,191.93,4479719
2016-03-01,194.25,195.95,182.7,186.35,6701674
2016-03-02,183.73,188.52,181.5,188.34,4832986
2016-03-03,188.28,197.42,184.22,195.74,4820497
2016-03-04,198.0,204.03,197.5,201.04,6469772
2016-03-07,197.68,209.7,197.4,205.29,5329369
2016-03-08,203.5,207.5,202.2,202.6,4130816
2016-03-09,204.52,209.37,202.79,208.72,3160081
2016-03-10,210.0,213.29,200.67,205.18,5183177
2016-03-11,207.93,209.42,205.33,207.5,3300358
2016-03-14,212.65,216.72,210.64,215.15,4054723
2016-03-15,214.27,218.97,211.5,218.34,3180452
2016-03-16,218.0,222.58,217.02,221.93,3462107
2016-03-17,221.47,228.5,220.0,226.38,3754756
2016-03-18,229.1,234.48,228.06,232.74,4698180
2016-03-21,235.34,239.88,235.0,238.32,5286697
2016-03-22,237.21,238.99,232.56,234.24,4300628
2016-03-23,232.37,234.73,222.03,222.58,4921013
2016-03-24,215.78,228.89,215.0,227.75,4954411
2016-03-28,231.61,234.81,225.0,230.26,3875451
2016-03-29,229.89,232.38,225.33,230.13,4004940
2016-03-30,235.09,235.5,226.5,226.89,4019667
2016-03-31,229.34,237.42,225.01,229.77,7956740
2016-04-01,244.82,247.9,233.25,237.59,15962015
2016-04-04,249.12,252.12,243.64,246.99,13289584
2016-04-05,240.5,256.56,240.0,255.47,9915160
2016-04-06,253.97,267.74,253.45,265.42,11679883
2016-04-07,266.45,269.34,254.51,257.2,8836815
2016-04-08,260.5,260.82,248.02,250.07,7332157
2016-04-11,251.0,258.99,245.3,249.92,9153901
2016-04-12,249.5,251.8,243.63,247.82,5750757
2016-04-13,248.51,255.5,247.33,254.53,4917930
2016-04-14,253.0,256.84,251.05,251.86,4119980
2016-04-15,251.31,254.6,249.12,254.51,3742018
2016-04-18,252.23,258.31,251.66,253.88,4261782
2016-04-19,253.12,254.37,241.25,247.37,6349403
2016-04-20,246.26,253.66,241.5,249.97,5190831
2016-04-21,248.99,250.9,246.91,248.29,2783059
2016-04-22,248.89,254.0,245.71,253.75,3774648
2016-04-25,253.01,257.38,250.76,251.82,3664293
2016-04-26,252.05,255.73,249.39,253.74,3212470
2016-04-27,252.75,255.0,249.4,251.47,3190682
2016-04-28,249.85,253.43,247.44,247.71,2509509
2016-04-29,248.14,248.43,237.81,240.76,5388701
2016-05-02,241.5,243.19,234.82,241.8,3836429
2016-05-03,237.36,238.91,231.62,232.32,4289174
2016-05-04,230.29,234.46,220.4,222.56,8262540
2016-05-05,228.46,228.64,209.79,211.53,11235835
2016-05-06,210.87,216.37,208.11,214.93,5681078
2016-05-09,215.72,216.15,206.8,208.92,4758131
2016-05-10,207.55,209.47,205.0,208.69,4065214
2016-05-11,207.59,215.48,206.05,208.96,5153730
2016-05-12,211.44,211.67,203.66,207.28,3646943
2016-05-13,207.78,211.2,206.7,207.61,2819264
2016-05-16,208.15,213.15,207.92,208.29,2945072
2016-05-17,209.05,209.82,204.02,204.66,2841168
2016-05-18,209.15,215.31,207.75,211.17,5384698
2016-05-19,213.62,216.79,207.3,215.21,6811976
2016-05-20,216.99,220.55,216.35,220.28,8951773
2016-05-23,219.87,222.6,215.86,216.22,5093158
2016-05-24,216.6,218.74,215.18,217.91,3008774
2016-05-25,217.91,221.36,216.51,219.58,3126822
2016-05-26,220.5,225.26,219.05,225.12,4064013
2016-05-27,224.99,225.93,220.75,223.04,3642740
2016-05-31,223.04,224.75,221.5,223.23,2789002
2016-06-01,221.48,222.4,216.89,219.56,2982695
2016-06-02,219.59,219.91,217.11,218.96,2032832
2016-06-03,220.0,221.94,218.01,218.99,2228970
2016-06-06,218.0,220.9,215.45,220.68,2249508
2016-06-07,222.24,234.44,221.52,232.34,6213573
2016-06-08,233.8,240.84,232.6,235.52,5971995
2016-06-09,234.98,235.33,227.06,229.36,4492075
2016-06-10,227.39,227.97,218.42,218.79,6026603
2016-06-13,219.5,225.77,217.66,217.87,4193022
2016-06-14,218.88,222.2,212.53,214.96,3580167
2016-06-15,216.95,221.9,215.13,217.7,2908522
2016-06-16,217.42,218.04,213.5,217.93,2440259
2016-06-17,217.81,219.99,214.5,215.47,3112620
2016-06-20,219.5,223.75,218.23,219.7,3555471
2016-06-21,220.68,222.57,218.81,219.61,4529005
2016-06-22,199.47,205.95,195.75,196.66,23742414
2016-06-23,195.69,197.55,192.13,196.4,10130748
2016-06-24,190.05,195.12,189.73,193.15,7026516
2016-06-27,190.86,198.81,187.87,198.55,7220323
2016-06-28,201.89,204.05,199.41,201.79,6212422
2016-06-29,205.13,211.78,203.0,210.19,5994908
2016-06-30,212.97,213.5,209.02,212.28,4843111
2016-07-01,206.14,218.24,206.0,216.5,5399951
2016-07-05,209.73,214.54,208.0,213.98,5175345
2016-07-06,210.0,215.23,209.0,214.44,4919855
2016-07-07,213.1,218.12,213.01,215.94,3612022
2016-07-08,217.8,219.81,214.5,216.78,4074785
2016-07-11,219.96,226.78,219.51,224.78,5429823
2016-07-12,224.1,227.5,223.22,224.65,4576165
2016-07-13,225.5,225.59,220.29,222.53,3567062
2016-07-14,223.12,224.94,221.05,221.53,2675834
2016-07-15,222.52,222.75,219.64,220.4,2234247
2016-07-18,219.64,227.09,218.3,226.25,3412055
2016-07-19,225.0,229.1,224.75,225.26,3115065
2016-07-20,226.47,229.8,225.0,228.36,2568498
2016-07-21,226.0,227.85,219.1,220.5,4428651
2016-07-22,221.99,224.5,218.88,222.27,2579692
2016-07-25,222.27,231.39,221.37,230.01,4490683
2016-07-26,227.69,230.0,225.3,229.51,3430042
2016-07-27,229.34,233.36,226.92,228.49,2889007
2016-07-28,227.95,230.76,226.6,230.61,2419059
2016-07-29,230.7,235.28,230.24,234.79,3070813
2016-08-01,235.5,236.63,229.38,230.01,4016284
2016-08-02,229.37,229.87,221.4,227.2,3934432
2016-08-03,227.37,229.7,224.21,225.79,3887759
2016-08-04,225.69,230.86,222.05,230.61,4146997
2016-08-05,230.0,232.0,227.4,230.03,3205215
2016-08-08,228.0,229.6,226.09,226.16,2263584
2016-08-09,226.82,231.54,226.65,229.08,2207833
2016-08-10,228.24,229.87,224.62,225.65,2338301
2016-08-11,226.17,227.57,223.41,224.91,1880936
2016-08-12,225.41,226.65,224.04,225.61,1813540
2016-08-15,226.02,229.5,224.93,225.59,2034328
2016-08-16,225.49,227.19,223.41,223.61,2267147
2016-08-17,224.33,224.83,222.8,223.24,1787127
2016-08-18,223.82,225.66,222.29,223.51,1714467
2016-08-19,223.54,225.17,222.53,225.0,1659530
2016-08-22,224.17,225.11,222.68,222.93,2065493
2016-08-23,224.32,228.49,222.8,224.84,4784418
2016-08-24,227.05,227.15,222.22,222.62,2570693
2016-08-25,223.11,223.8,220.77,220.96,1762519
2016-08-26,222.14,222.86,218.82,219.99,2238992
2016-08-29,220.15,220.4,215.0,215.2,3266334
2016-08-30,216.11,216.11,210.52,211.34,3168862
2016-08-31,210.43,212.6,208.65,212.01,3276548
2016-09-01,209.01,211.1,200.5,200.77,7943138
2016-09-02,202.33,203.2,196.2,197.78,5977413
2016-09-06,199.02,203.25,199.0,202.83,4390572
2016-09-07,205.5,206.5,200.71,201.71,3640923
2016-09-08,199.55,199.89,196.36,197.36,3377946
2016-09-09,199.09,199.92,193.7,194.47,3756992
2016-09-12,195.0,201.37,194.1,198.3,3715161
2016-09-13,197.06,198.49,193.45,196.05,3589379
2016-09-14,195.75,197.92,194.86,196.41,2259231
2016-09-15,196.49,202.52,196.4,200.42,3085115
2016-09-16,200.42,205.7,199.0,205.4,3107808
2016-09-19,207.0,209.43,205.0,206.34,2299498
2016-09-20,206.85,207.75,203.91,204.64,2410488
2016-09-21,206.37,207.0,201.56,205.22,2633503
2016-09-22,206.4,207.28,203.0,206.43,2382902
2016-09-23,205.99,210.18,205.67,207.45,2905229
2016-09-26,206.5,211.0,206.5,208.99,2394358
2016-09-27,209.65,209.98,204.61,205.81,3373180
2016-09-28,207.51,208.25,205.26,206.27,2088374
2016-09-29,205.6,207.33,200.58,200.7,2727029
2016-09-30,202.21,204.98,199.55,204.03,2586273
2016-10-03,212.3,215.67,208.25,213.7,5999892
2016-10-04,213.1,213.32,208.82,211.41,3541481
2016-10-05,212.24,213.15,208.12,208.46,1877534
2016-10-06,202.46,204.21,200.21,201.0,4703402
2016-10-07,201.0,201.32,195.8,196.61,3493018
2016-10-10,201.35,204.14,199.66,200.95,3316297
2016-10-11,201.85,202.2,198.31,200.1,2328422
2016-10-12,200.95,203.88,200.42,201.51,1970689
2016-10-13,200.5,200.9,197.05,200.24,2495413
2016-10-14,200.66,201.43,196.3,196.51,4269850
2016-10-17,197.05,198.39,192.0,193.96,4554080
2016-10-18,195.99,199.47,193.26,199.1,5680475
2016-10-19,199.74,206.66,198.06,203.56,6991183
2016-10-20,202.12,203.0,197.05,199.1,5072877
2016-10-21,198.6,201.57,197.41,200.09,2943402
2016-10-24,201.0,203.95,200.25,202.76,2751562
2016-10-25,202.9,204.69,201.2,202.34,2445014
2016-10-26,201.0,203.19,200.1,202.24,5632841
2016-10-27,211.34,213.7,201.65,204.01,13093744
2016-10-28,204.0,205.32,199.83,199.97,4280141
2016-10-31,202.49,202.49,195.81,197.73,4692273
2016-11-01,198.04,198.5,188.1,190.79,7060036
2016-11-02,190.05,192.7,187.5,188.02,4253382
2016-11-03,189.0,191.47,187.04,187.42,2653023
2016-11-04,189.0,193.46,185.96,190.56,5146043
2016-11-07,193.59,194.29,190.05,193.21,3870112
2016-11-08,193.79,197.49,191.26,194.94,3267580
2016-11-09,186.88,192.0,183.95,190.06,8173065
2016-11-10,191.05,191.61,180.42,185.35,6750341
2016-11-11,184.24,188.88,183.0,188.56,3988504
2016-11-14,188.0,188.25,178.19,181.45,6552205
2016-11-15,182.78,186.43,182.05,183.77,3902018
2016-11-16,182.65,184.73,181.21,183.93,3434437
2016-11-17,183.49,189.49,182.11,188.66,4887067
2016-11-18,190.65,193.0,185.0,185.02,5210347
2016-11-21,185.04,188.89,184.41,184.52,4361043
2016-11-22,185.84,191.47,183.71,191.17,5603361
2016-11-23,190.61,195.64,189.0,193.14,4891893
2016-11-25,193.64,197.24,193.64,196.65,2366098
2016-11-28,195.48,199.35,194.55,196.12,4529182
2016-11-29,195.56,196.73,189.5,189.57,4439256
2016-11-30,191.0,191.89,187.5,189.4,3547104
2016-12-01,188.25,188.53,181.0,181.88,5126401
2016-12-02,182.88,184.88,180.0,181.47,4042324
2016-12-05,182.51,188.89,182.51,186.8,4072239
2016-12-06,185.52,186.58,182.68,185.85,3391622
2016-12-07,186.15,193.4,185.0,193.15,5461851
2016-12-08,192.05,192.5,189.54,192.29,3194148
2016-12-09,190.87,193.84,190.81,192.18,2722505
2016-12-12,192.8,194.42,191.04,192.43,2438876
2016-12-13,193.18,201.28,193.0,198.15,6823884
2016-12-14,198.74,203.0,196.76,198.69,4150927
2016-12-15,198.41,200.74,197.39,197.58,3219567
2016-12-16,198.08,202.59,197.6,202.49,3796889
2016-12-19,202.49,204.45,199.84,202.73,3488071
2016-12-20,203.05,209.0,202.5,208.79,4689071
2016-12-21,208.45,212.23,207.41,207.7,5207622
2016-12-22,208.22,209.99,206.5,208.45,3111108
2016-12-23,208.0,213.45,207.71,213.34,4670464
2016-12-27,214.88,222.25,214.42,219.53,5915732
2016-12-28,221.53,223.8,217.2,219.74,3782456
2016-12-29,218.56,219.2,214.12,214.68,4044968
2016-12-30,216.3,217.5,211.68,213.69,4642620
